"","id","Ros","Sulf"
"2020","M1239","r/r","S/+"
"2021","M1247","R/R","S/+"
"2022","M1248","r/r","s/s"
"2023","M1254","R/R","S/+"
"2024","M1255","R/R","S/+"
"2025","M1257","R/R","S/+"
"2026","M1259","R/R","s/s"
"2027","M1264","R/R","S/+"
"2028","M1266","R/R","S/+"
"2029","M1269","R/R","S/+"
"2030","M1276","R/R","S/+"
"2031","M1287","R/R","S/+"
"2032","M1304","r/r","s/s"
"2033","M1312","R/R","S/+"
"2034","M1313","R/R","s/s"
"2035","M1314","r/r","s/s"
"2036","M1321","R/R","S/+"
"2037","M1322","R/R","S/+"
"2038","M1325","r/r","s/s"
"2039","M1327","r/r","s/s"
"2040","M1339","r/r","s/s"
"2041","M1341","R/r","s/s"
"2042","M1354","r/r","s/s"
"2043","M1357","r/r","s/s"
"2044","M1361","r/r","s/s"
"2045","M1366","R/r","S/+"
"2046","M1369","r/r","S/+"
"2047","M1370","R/r","S/+"
"2048","M1413","r/r","s/s"
"2049","M1414","r/r","s/s"
"2050","M1415","r/r","s/s"
"2051","M1416","R/r","S/+"
"2052","M1422","r/r","s/s"
"2053","M1423","r/r","s/s"
"2054","M1425","R/r","S/+"
"2055","M1426","R/r","S/+"
"2056","M1430","r/r","s/s"
"2057","M1435","r/r","s/s"
"2058","M1437","r/r","s/s"
"2059","M1441","r/r","s/s"
"2060","M1443","r/r","s/s"
"2061","M1444","R/r","s/s"
"2062","M1447","r/r","s/s"
"2063","M1451","r/r","s/s"
"2064","M1485","r/r","s/s"
"2065","M1487","R/R","S/+"
"2066","M1488","R/r","S/+"
"2067","M1493","r/r","s/s"
"2068","M1508","r/r","s/s"
"2069","M1512","r/r","s/s"
"2070","M1517","r/r","s/s"
"2071","M1525","r/r","s/s"
"2072","M1527","r/r","s/s"
"2073","M1532","r/r","s/s"
"2074","M1536","r/r","s/s"
"2075","M1541","r/r","s/s"
"2076","M1545","r/r","s/s"
"2077","M1546","r/r","s/s"
"2078","M1558","r/r","s/s"
"2079","M1561","r/r","s/s"
"2080","M1575","r/r","s/s"
"2081","M1576","r/r","s/s"
"2082","M1579","r/r","s/s"
"2083","M1586","r/r","s/s"
"2084","M1587","r/r","s/s"
"2085","M1590","r/r","S/+"
"2086","M1609","r/r","s/s"
"2087","M1616","r/r","s/s"
"2088","M1620","r/r","s/s"
"2089","M1624","r/r","s/s"
"2090","M1632","R/R","S/+"
"2091","M1637","R/R","S/+"
"2092","M1642","R/R","S/+"
"2093","M1645","r/r","s/s"
"2094","M1646","R/r","S/+"
"2095","M1649","R/r","S/+"
"2096","M1651","R/R","S/+"
"2097","M1657","R/R","S/+"
"2098","M1676","r/r","s/s"
"2099","M1682","r/r","s/s"
"2100","M1685","R/r","S/+"
"2101","M1696","r/r","s/s"
"2102","M1697","r/r","s/s"
"2103","M1704","r/r","s/s"
"2104","M1705","r/r","s/s"
"2105","M1712","r/r","s/s"
"2106","M1717","r/r","s/s"
"2107","M1718","r/r","s/s"
"2108","M1721","r/r","s/s"
"2109","M1738","r/r","s/s"
"2110","M1749","r/r","S/+"
"2111","M1750","r/r","s/s"
"2112","M1756","R/r","S/+"
"2113","M1782","R/R","S/+"
"2114","M1784","r/r","S/+"
"2115","M1789","R/R","S/+"
"2116","M1790","R/R","S/+"
"2117","M1797","r/r","S/+"
"2118","M1820","R/R","s/s"
"2119","M1848","R/R","S/+"
"2120","M1853","r/r","s/s"
"2121","M1854","r/r","s/s"
"2122","M1857","r/r","s/s"
"2123","M1859","r/r","S/+"
"2124","M1994","r/r","s/s"
